,review_id,review_comment,review_likes,user_rating,date_posted,restaurant_id,user_id
306,6307,"Will never, ever go back.",0,1.0,2022-05-13,1002,2019
307,6308,"As much as I'd like to go back, I can't get passed the atrocious service and will never return.",0,2.3,2021-11-13,1012,2051
308,6309,"In the summer, you can dine in a charming outdoor patio - so very delightful.",1,4.9,2021-03-15,1003,2025
309,6310,I did not expect this to be so good!,1,4.7,2021-12-19,1013,2061
310,6311,Fantastic food!,1,4.7,2021-05-08,1002,2082
311,6312,She ordered a toasted English muffin that came out untoasted.,0,1.9,2022-07-09,1009,2048
312,6313,The food was very good.,1,2.7,2022-02-10,1007,2009
313,6314,Never going back.,0,2.0,2021-02-15,1015,2073
314,6315,"Great food for the price, which is very high quality and house made.",1,3.7,2021-01-26,1013,2066
315,6316,The bus boy on the other hand was so rude.,0,1.0,2021-03-26,1008,2088
316,6317,"By this point, my friends and I had basically figured out this place was a joke and didn't mind making it publicly and loudly known.",0,1.8,2021-01-31,1009,2050
317,6318,"Back to good BBQ, lighter fare, reasonable pricing and tell the public they are back to the old ways.",1,3.5,2022-08-26,1010,2034
318,6319,"And considering the two of us left there very full and happy for about $20, you just can't go wrong.",1,3.7,2022-11-27,1012,2041
319,6320,All the bread is made in-house!,1,3.0,2022-10-01,1012,2031
320,6321,The only downside is the service.,0,1.2,2022-11-07,1012,2083
321,6322,"Also, the fries are without a doubt the worst fries I've ever had.",0,1.0,2022-11-05,1011,2029
322,6323,Service was exceptional and food was a good as all the reviews.,1,4.7,2022-09-12,1013,2015
323,6324,"A couple of months later, I returned and had an amazing meal.",1,2.8,2021-11-28,1002,2028
324,6325,Favorite place in town for shawarrrrrrma!!!!!!,1,4.8,2021-06-14,1014,2097
325,6326,The black eyed peas and sweet potatoes... UNREAL!,1,4.9,2021-10-17,1008,2016
326,6327,You won't be disappointed.,1,2.9,2022-08-18,1010,2095
327,6328,"They could serve it with just the vinaigrette and it may make for a better overall dish, but it was still very good.",1,4.1,2021-01-03,1014,2076
328,6329,"I go to far too many places and I've never seen any restaurant that serves a 1 egg breakfast, especially for $4.00.",0,2.3,2022-09-13,1001,2083
329,6330,When my mom and I got home she immediately got sick and she only had a few bites of salad.,0,2.5,2022-03-02,1013,2075
330,6331,The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.,0,1.8,2022-11-29,1007,2001
331,6332,"Both of them were truly unbelievably good, and I am so glad we went back.",1,2.5,2022-05-30,1010,2051
332,6333,"We had fantastic service, and were pleased by the atmosphere.",1,3.4,2021-11-12,1010,2013
333,6334,Everything was gross.,0,1.5,2021-03-25,1004,2094
334,6335,I love this place.,1,4.1,2021-08-18,1007,2072
335,6336,Great service and food.,1,3.6,2021-06-09,1008,2082
336,6337,First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!,0,2.2,2022-02-21,1006,2039
337,6338,"The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed.",0,1.5,2021-06-04,1009,2017
338,6339,"OMG, the food was delicioso!",1,3.0,2021-10-06,1007,2036
339,6340,There is nothing authentic about this place.,0,2.4,2021-09-08,1004,2044
340,6341,the spaghetti is nothing special whatsoever.,0,1.9,2022-08-06,1002,2071
341,6342,"Of all the dishes, the salmon was the best, but all were great.",1,3.0,2022-09-08,1011,2060
342,6343,The vegetables are so fresh and the sauce feels like authentic Thai.,1,4.5,2021-10-20,1009,2048
343,6344,It's worth driving up from Tucson!,1,2.8,2021-08-28,1005,2059
344,6345,The selection was probably the worst I've seen in Vegas.....there was none.,0,2.0,2022-03-17,1009,2058
345,6346,Pretty good beer selection too.,1,4.3,2021-10-12,1007,2013
346,6347,"This place is like Chipotle, but BETTER.",1,4.4,2021-11-03,1011,2043
347,6348,"Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!",1,2.7,2021-11-26,1007,2028
348,6349,5 stars for the brick oven bread app!,1,4.6,2021-07-30,1003,2031
349,6350,"I have eaten here multiple times, and each time the food was delicious.",1,2.7,2021-08-13,1009,2082
350,6351,We sat another ten minutes and finally gave up and left.,0,1.6,2021-12-24,1011,2077
351,6352,He was terrible!,0,1.1,2021-08-08,1005,2068
352,6353,Everyone is treated equally special.,1,4.8,2021-12-13,1007,2087
353,6354,It shouldn't take 30 min for pancakes and eggs.,0,1.9,2021-09-17,1014,2046
354,6355,It was delicious!!!,1,3.1,2022-01-02,1012,2065
355,6356,"On the good side, the staff was genuinely pleasant and enthusiastic - a real treat.",1,3.2,2021-12-05,1010,2006
356,6357,"Sadly, Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas.",0,1.2,2021-09-01,1013,2020
357,6358,As always the evening was wonderful and the food delicious!,1,4.8,2021-11-20,1012,2067
358,6359,Best fish I've ever had in my life!,1,3.0,2021-05-15,1004,2063
359,6360,(The bathroom is just next door and very nice.),1,2.8,2022-08-12,1004,2002
360,6361,The buffet is small and all the food they offered was BLAND.,0,1.4,2021-06-08,1008,2055
361,6362,This is an Outstanding little restaurant with some of the Best Food I have ever tasted.,1,3.0,2021-03-24,1013,2057
362,6363,Pretty cool I would say.,1,4.0,2021-10-19,1002,2060
363,6364,Definitely a turn off for me & i doubt I'll be back unless someone else is buying.,0,1.3,2021-02-08,1013,2066
364,6365,Server did a great job handling our large rowdy table.,1,3.6,2022-08-19,1014,2026
365,6366,"I find wasting food to be despicable, but this just wasn't food.",0,1.9,2021-08-06,1005,2077
366,6367,My wife had the Lobster Bisque soup which was lukewarm.,0,1.6,2022-06-19,1008,2068
367,6368,Would come back again if I had a sushi craving while in Vegas.,1,3.9,2021-04-17,1007,2090
368,6369,"The staff are great, the ambiance is great.",1,2.6,2022-09-01,1015,2078
369,6370,He deserves 5 stars.,1,4.6,2021-07-07,1003,2078
370,6371,I left with a stomach ache and felt sick the rest of the day.,0,1.2,2022-10-20,1006,2088
371,6372,They dropped more than the ball.,0,1.4,2022-06-16,1009,2088
372,6373,"The dining space is tiny, but elegantly decorated and comfortable.",1,2.7,2022-05-13,1006,2043
373,6374,"They will customize your order any way you'd like, my usual is Eggplant with Green Bean stir fry, love it!",1,2.8,2022-10-23,1002,2022
374,6375,And the beans and rice were mediocre at best.,0,1.3,2021-06-19,1013,2082
375,6376,Best tacos in town by far!!,1,5.0,2021-10-11,1015,2094
376,6377,I took back my money and got outta there.,0,1.6,2021-08-01,1006,2059
377,6378,"In an interesting part of town, this place is amazing.",1,3.1,2022-08-23,1008,2080
378,6379,RUDE & INCONSIDERATE MANAGEMENT.,0,1.6,2021-01-15,1014,2089
379,6380,"The staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes.",0,2.4,2022-06-25,1003,2006
380,6381,I won't be back.,0,1.1,2022-02-23,1005,2086
381,6382,They have great dinners.,1,4.6,2021-08-22,1005,2088
382,6383,The service was outshining & I definitely recommend the Halibut.,1,2.9,2021-05-18,1007,2059
383,6384,The food was terrible.,0,2.3,2022-02-19,1008,2060
384,6385,WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.,0,1.9,2021-12-14,1009,2061
385,6386,I don't recommend unless your car breaks down in front of it and you are starving.,0,2.1,2021-01-17,1007,2091
386,6387,I will come back here every time I'm in Vegas.,1,3.6,2021-02-26,1014,2099
387,6388,This place deserves one star and 90% has to do with the food.,0,2.1,2021-04-23,1013,2032
388,6389,This is a disgrace.,0,1.2,2021-07-22,1013,2082
389,6390,Def coming back to bowl next time,1,3.0,2021-05-06,1012,2055
390,6391,"If you want healthy authentic or ethic food, try this place.",1,4.8,2021-03-13,1009,2083
391,6392,I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area.,1,2.8,2021-09-10,1012,2043
392,6393,"I have been here several times in the past, and the experience has always been great.",1,3.2,2021-06-12,1009,2013
393,6394,We walked away stuffed and happy about our first Vegas buffet experience.,1,3.9,2022-09-29,1012,2013
394,6395,Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.,1,3.9,2021-06-27,1011,2086
395,6396,"To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.",1,4.7,2021-10-22,1007,2009
396,6397,I'm probably one of the few people to ever go to Ians and not like it.,0,2.1,2022-02-07,1004,2083
397,6398,Kids pizza is always a hit too with lots of great side dish options for the kiddos!,1,3.9,2022-04-03,1007,2082
398,6399,Service is perfect and the family atmosphere is nice to see.,1,2.8,2022-10-11,1005,2073
399,6400,Cooked to perfection and the service was impeccable.,1,3.0,2021-11-18,1010,2084
400,6401,This one is simply a disappointment.,0,2.0,2021-03-21,1003,2080
401,6402,"Overall, I was very disappointed with the quality of food at Bouchon.",0,1.9,2022-10-18,1010,2061
402,6403,I don't have to be an accountant to know I'm getting screwed!,0,1.1,2021-07-26,1002,2026
403,6404,"Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.",1,4.9,2022-07-08,1013,2032
404,6405,Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.,1,3.2,2021-11-03,1013,2088
405,6406,Left very frustrated.,0,1.8,2022-03-17,1013,2034
406,6407,I'll definitely be in soon again.,1,4.7,2021-08-13,1006,2098
407,6408,Food was really good and I got full petty fast.,1,4.8,2022-05-15,1013,2078
408,6409,Service was fantastic.,1,4.6,2022-10-06,1002,2097
409,6410,TOTAL WASTE OF TIME.,0,1.8,2022-07-14,1010,2090
410,6411,I don't know what kind it is but they have the best iced tea.,1,4.3,2022-04-03,1014,2055
411,6412,"Come hungry, leave happy and stuffed!",1,4.0,2022-11-06,1006,2002
412,6413,"For service, I give them no stars.",0,1.7,2021-09-23,1012,2076
413,6414,I can assure you that you won't be disappointed.,1,2.7,2021-07-25,1007,2099
414,6415,I can take a little bad service but the food sucks.,0,2.2,2022-10-27,1013,2047
415,6416,Gave up trying to eat any of the crust (teeth still sore).,0,1.6,2021-07-15,1008,2071
416,6417,But now I was completely grossed out.,0,1.2,2022-06-20,1011,2081
417,6418,I really enjoyed eating here.,1,4.8,2022-08-22,1011,2072
418,6419,First time going but I think I will quickly become a regular.,1,3.9,2022-07-14,1007,2050
419,6420,"Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.",1,2.9,2022-05-27,1011,2024
420,6421,From what my dinner companions told me...everything was very fresh with nice texture and taste.,1,4.1,2021-02-12,1012,2027
421,6422,"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.",0,1.5,2021-12-16,1011,2098
422,6423,"Furthermore, you can't even find hours of operation on the website!",0,1.9,2022-09-05,1006,2031
423,6424,We've tried to like this place but after 10+ times I think we're done with them.,0,1.4,2022-09-18,1011,2035
424,6425,What a mistake that was!,0,1.4,2022-07-18,1012,2070
425,6426,No complaints!,1,4.0,2022-08-17,1014,2073
426,6427,This is some seriously good pizza and I'm an expert/connisseur on the topic.,1,4.3,2021-05-27,1015,2056
427,6428,Waiter was a jerk.,0,1.4,2022-11-07,1012,2041
428,6429,"Strike 2, who wants to be rushed.",0,1.1,2022-08-29,1014,2092
429,6430,These are the nicest restaurant owners I've ever come across.,1,3.8,2021-11-16,1008,2020
430,6431,I never come again.,0,1.9,2022-05-16,1013,2066
431,6432,We loved the biscuits!!!,1,4.3,2021-05-30,1011,2045
432,6433,Service is quick and friendly.,1,3.2,2022-10-08,1006,2032
433,6434,Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,0,1.7,2021-11-16,1013,2093
434,6435,So absolutley fantastic.,1,2.7,2021-12-06,1011,2025
435,6436,It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,0,1.6,2022-11-09,1006,2072
436,6437,definitely will come back here again.,1,3.9,2021-10-18,1011,2049
437,6438,I like Steiners because it's dark and it feels like a bar.,1,2.9,2022-07-03,1013,2064
438,6439,Wow very spicy but delicious.,1,3.2,2021-05-19,1003,2010
439,6440,"If you're not familiar, check it out.",1,3.8,2022-10-26,1010,2090
440,6441,I'll take my business dinner dollars elsewhere.,0,1.5,2022-03-03,1014,2054
441,6442,I'd love to go back.,1,3.3,2022-05-24,1012,2092
442,6443,"Anyway, this FS restaurant has a wonderful breakfast/lunch.",1,3.1,2022-11-15,1007,2072
443,6444,Nothing special.,0,1.9,2021-08-03,1012,2023
444,6445,Each day of the week they have a different deal and it's all so delicious!,1,3.6,2022-05-15,1014,2098
445,6446,"Not to mention the combination of pears, almonds and bacon is a big winner!",1,2.9,2021-05-19,1004,2074
446,6447,Will not be back.,0,1.6,2021-02-05,1014,2047
447,6448,Sauce was tasteless.,0,2.3,2021-01-12,1015,2086
448,6449,"The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.",1,3.6,2021-09-11,1015,2023
449,6450,My ribeye steak was cooked perfectly and had great mesquite flavor.,1,4.5,2021-11-10,1011,2002
450,6451,I don't think we'll be going back anytime soon.,0,2.4,2021-11-27,1014,2041
451,6452,Food was so gooodd.,1,4.4,2022-03-19,1005,2018
452,6453,I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.,0,2.2,2022-05-30,1001,2067
453,6454,I was so insulted.,0,1.2,2021-12-13,1011,2073
454,6455,The last 3 times I had lunch here has been bad.,0,1.4,2021-01-19,1011,2075
455,6456,The chicken wings contained the driest chicken meat I have ever eaten.,0,1.7,2022-03-25,1010,2013
456,6457,"The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.",1,3.7,2022-11-06,1008,2001
457,6458,Nargile - I think you are great.,1,4.9,2022-04-23,1013,2030
458,6459,Best tater tots in the southwest.,1,3.1,2021-08-29,1009,2083
459,6460,We loved the place.,1,2.8,2022-08-11,1008,2096
460,6461,Definitely not worth the $3 I paid.,0,2.2,2022-03-10,1010,2015
461,6462,The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.,1,3.9,2022-07-28,1007,2036
462,6463,Im in AZ all the time and now have my new spot.,1,4.5,2022-03-05,1013,2056
463,6464,The manager was the worst.,0,1.8,2021-11-21,1012,2064
464,6465,The inside is really quite nice and very clean.,1,4.6,2021-11-26,1015,2025
465,6466,The food was outstanding and the prices were very reasonable.,1,2.9,2021-09-12,1001,2012
466,6467,I don't think I'll be running back to Carly's anytime soon for food.,0,1.3,2021-08-31,1002,2096
467,6468,"This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.",0,1.2,2021-08-23,1007,2098
468,6469,"Love the margaritas, too!",1,4.7,2021-01-09,1003,2079
469,6470,This was my first and only Vegas buffet and it did not disappoint.,1,3.6,2021-09-11,1013,2022
470,6471,"Very good, though!",1,4.8,2022-01-03,1013,2054
471,6472,The one down note is the ventilation could use some upgrading.,0,1.5,2022-06-19,1010,2042
472,6473,Great pork sandwich.,1,4.0,2022-02-23,1004,2011
473,6474,Don't waste your time here.,0,1.5,2022-02-28,1007,2041
474,6475,"Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.",0,1.3,2021-10-14,1008,2016
475,6476,"Third, the cheese on my friend's burger was cold.",0,2.2,2021-08-30,1009,2002
476,6477,We enjoy their pizza and brunch.,1,4.8,2021-01-06,1004,2024
477,6478,The steaks are all well trimmed and also perfectly cooked.,1,4.4,2021-07-21,1005,2011
478,6479,We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,1,4.5,2021-01-18,1007,2028
479,6480,I LOVED it!,1,3.8,2022-11-15,1009,2075
480,6481,We asked for the bill to leave without eating and they didn't bring that either.,0,1.4,2021-04-20,1008,2005
481,6482,"This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.",1,4.9,2021-12-22,1014,2006
482,6483,Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,0,1.1,2021-01-18,1012,2023
483,6484,The selection of food was not the best.,0,2.0,2021-12-29,1008,2069
484,6485,Delicious and I will absolutely be back!,1,3.5,2022-07-01,1001,2004
485,6486,"This isn't a small family restaurant, this is a fine dining establishment.",1,4.1,2021-08-06,1008,2068
486,6487,They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.,1,4.8,2021-12-22,1007,2092
487,6488,I dont think I will be back for a very long time.,0,1.7,2022-04-16,1011,2031
488,6489,"It was attached to a gas station, and that is rarely a good sign.",0,2.2,2022-07-04,1002,2030
489,6490,How awesome is that.,1,2.7,2022-06-12,1003,2094
490,6491,I will be back many times soon.,1,3.7,2021-12-13,1007,2080
491,6492,The menu had so much good stuff on it i could not decide!,1,3.0,2021-09-27,1001,2016
492,6493,"Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings.",0,2.3,2021-04-28,1008,2075
493,6494,CONCLUSION: Very filling meals.,1,3.5,2021-07-20,1013,2018
494,6495,Their daily specials are always a hit with my group.,1,3.2,2022-11-15,1008,2045
495,6496,And then tragedy struck.,0,1.4,2022-10-12,1007,2080
496,6497,The pancake was also really good and pretty large at that.,1,3.2,2021-02-11,1013,2030
497,6498,"This was my first crawfish experience, and it was delicious!",1,4.4,2022-11-03,1015,2062
498,6499,Their monster chicken fried steak and eggs is my all time favorite.,1,4.8,2022-03-22,1002,2006
499,6500,Waitress was sweet and funny.,1,3.5,2021-11-22,1008,2039
500,6501,"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!",1,3.8,2021-04-05,1009,2009
501,6502,"I'd rather eat airline food, seriously.",0,1.4,2021-04-14,1010,2060
502,6503,Cant say enough good things about this place.,1,2.9,2022-11-26,1014,2007
503,6504,The ambiance was incredible.,1,4.1,2022-05-27,1004,2081
504,6505,The waitress and manager are so friendly.,1,3.1,2022-09-14,1012,2043
505,6506,I would not recommend this place.,0,1.6,2022-02-05,1013,2024
506,6507,Overall I wasn't very impressed with Noca.,0,1.6,2022-01-15,1001,2024
507,6508,My gyro was basically lettuce only.,0,1.2,2022-08-13,1006,2003
508,6509,Terrible service!,0,2.3,2022-01-23,1013,2030
509,6510,Thoroughly disappointed!,0,1.5,2021-03-07,1010,2064
510,6511,"I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here.",1,4.9,2022-06-12,1015,2015
511,6512,"Give it a try, you will be happy you did.",1,4.7,2022-08-10,1002,2024
512,6513,By far the BEST cheesecurds we have ever had!,1,2.6,2022-03-26,1001,2076
513,6514,Reasonably priced also!,1,3.2,2022-02-11,1001,2032
514,6515,Everything was perfect the night we were in.,1,4.1,2022-02-13,1008,2068
515,6516,The food is very good for your typical bar food.,1,4.1,2021-06-13,1015,2085
516,6517,it was a drive to get there.,0,1.1,2022-09-07,1009,2050
517,6518,"At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.",1,4.7,2022-09-13,1010,2072
518,6519,"Anyway, I do not think i will go back there.",0,1.2,2022-09-23,1005,2003
519,6520,"Point your finger at any item on the menu, order it and you won't be disappointed.",1,4.0,2021-01-30,1012,2060
520,6521,"Oh this is such a thing of beauty, this restaurant.",1,4.7,2022-10-02,1013,2003
521,6522,If you haven't gone here GO NOW!,1,4.3,2022-01-04,1009,2069
522,6523,"A greasy, unhealthy meal.",0,1.8,2022-09-26,1006,2080
523,6524,first time there and might just be the last.,0,1.1,2021-06-29,1014,2015
524,6525,Those burgers were amazing.,1,4.3,2022-07-01,1013,2086
525,6526,"Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.",0,2.3,2022-06-05,1011,2095
526,6527,And it was way to expensive.,0,1.4,2021-04-01,1011,2044
527,6528,"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",1,2.8,2022-06-29,1011,2070
528,6529,This was my first time and I can't wait until the next.,1,4.2,2021-05-14,1006,2023
529,6530,The bartender was also nice.,1,3.7,2022-05-17,1002,2034
530,6531,Everything was good and tasty!,1,3.2,2021-09-20,1005,2086
531,6532,This place is two thumbs up....way up.,1,2.7,2021-06-20,1001,2060
532,6533,"The best place in Vegas for breakfast (just check out a Sat, or Sun.",1,4.8,2022-01-05,1007,2067
533,6534,"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.",1,2.9,2021-04-18,1008,2031
534,6535,Terrible management.,0,2.5,2022-09-18,1006,2005
535,6536,An excellent new restaurant by an experienced Frenchman.,1,3.7,2021-11-19,1009,2039
536,6537,If there were zero stars I would give it zero stars.,0,2.4,2022-09-09,1015,2005
537,6538,"Great steak, great sides, great wine, amazing desserts.",1,5.0,2022-06-07,1001,2020
538,6539,Worst martini ever!,0,2.3,2021-10-21,1005,2054
539,6540,The steak and the shrimp are in my opinion the best entrees at GC.,1,3.4,2022-09-08,1015,2091
540,6541,I had the opportunity today to sample your amazing pizzas!,1,3.4,2022-01-26,1004,2088
541,6542,We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).,0,1.4,2022-01-17,1009,2027
542,6543,The yellowtail carpaccio was melt in your mouth fresh.,1,3.3,2022-03-04,1011,2010
543,6544,I won't try going back there even if it's empty.,0,1.8,2021-10-17,1007,2008
544,6545,"No, I'm going to eat the potato that I found some strangers hair in it.",0,1.0,2022-05-26,1008,2004
545,6546,Just spicy enough.. Perfect actually.,1,4.9,2022-09-28,1010,2066
546,6547,Last night was my second time dining here and I was so happy I decided to go back!,1,4.0,2021-04-09,1013,2061
547,6548,"not even a ""hello, we will be right with you.""",0,1.8,2022-03-07,1012,2038
548,6549,The desserts were a bit strange.,0,2.4,2022-07-01,1003,2060
549,6550,My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.,1,2.7,2021-05-13,1007,2004
550,6551,"I really do recommend this place, you can go wrong with this donut place!",1,4.9,2022-04-10,1011,2076
551,6552,Nice ambiance.,1,4.1,2021-02-16,1002,2047
552,6553,I would recommend saving room for this!,1,4.4,2021-07-19,1012,2095
553,6554,I guess maybe we went on an off night but it was disgraceful.,0,1.0,2021-02-19,1007,2057
554,6555,"However, my recent experience at this particular location was not so good.",0,1.3,2021-10-15,1002,2071
555,6556,"I know this is not like the other restaurants at all, something is very off here!",0,2.4,2021-07-13,1010,2001
556,6557,AVOID THIS ESTABLISHMENT!,0,2.0,2021-08-06,1012,2071
557,6558,I think this restaurant suffers from not trying hard enough.,0,2.4,2021-07-27,1004,2068
558,6559,All of the tapas dishes were delicious!,1,3.4,2021-02-24,1004,2047
559,6560,I *heart* this place.,1,2.9,2021-01-23,1014,2098
560,6561,My salad had a bland vinegrette on the baby greens and hearts of Palm.,0,1.8,2022-02-17,1015,2096
561,6562,After two I felt disgusting.,0,1.5,2021-01-12,1002,2032
562,6563,A good time!,1,3.2,2022-11-08,1007,2029
563,6564,I believe that this place is a great stop for those with a huge belly and hankering for sushi.,1,4.6,2021-11-07,1013,2042
564,6565,Generous portions and great taste.,1,2.7,2022-06-01,1007,2036
565,6566,I will never go back to this place and will never ever recommended this place to anyone!,0,1.5,2021-04-13,1001,2054
566,6567,"The servers went back and forth several times, not even so much as an ""Are you being helped?""",0,1.0,2021-07-15,1004,2067
567,6568,Food was delicious!,1,2.9,2021-12-01,1015,2003
568,6569,AN HOUR... seriously?,0,2.4,2021-07-25,1014,2028
569,6570,I consider this theft.,0,2.5,2021-03-22,1009,2014
570,6571,Eew... This location needs a complete overhaul.,0,1.4,2021-03-03,1004,2064
571,6572,We recently witnessed her poor quality of management towards other guests as well.,0,2.4,2021-02-13,1009,2099
572,6573,Waited and waited and waited.,0,1.3,2021-12-01,1013,2008
573,6574,"He also came back to check on us regularly, excellent service.",1,4.8,2022-01-26,1009,2025
574,6575,Our server was super nice and checked on us many times.,1,3.5,2022-08-04,1009,2052
575,6576,"The pizza tasted old, super chewy in not a good way.",0,1.5,2021-08-18,1001,2060
576,6577,I swung in to give them a try but was deeply disappointed.,0,1.3,2022-03-02,1007,2088
577,6578,Service was good and the company was better!,1,4.4,2021-04-11,1013,2086
578,6579,The staff are also very friendly and efficient.,1,3.1,2022-07-26,1014,2007
579,6580,"As for the service: I'm a fan, because it's quick and you're being served by some nice folks.",1,2.9,2021-09-01,1002,2010
580,6581,Boy was that sucker dry!!.,0,1.4,2022-03-19,1009,2069
581,6582,Over rated.,0,2.3,2021-08-08,1005,2089
582,6583,"If you look for authentic Thai food, go else where.",0,1.3,2022-01-25,1002,2097
583,6584,Their steaks are 100% recommended!,1,3.8,2021-03-27,1013,2002
584,6585,After I pulled up my car I waited for another 15 minutes before being acknowledged.,0,2.3,2022-03-15,1015,2066
585,6586,Great food and great service in a clean and friendly setting.,1,4.2,2022-10-20,1010,2061
586,6587,"All in all, I can assure you I'll be back.",1,3.9,2022-11-19,1009,2042
587,6588,I hate those things as much as cheap quality black olives.,0,1.2,2021-04-05,1001,2098
588,6589,"My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.",1,3.4,2022-11-26,1005,2020
589,6590,The kids play area is NASTY!,0,1.7,2021-12-30,1011,2082
590,6591,Great place fo take out or eat in.,1,3.0,2022-05-09,1010,2079
591,6592,The waitress was friendly and happy to accomodate for vegan/veggie options.,1,4.5,2022-03-16,1003,2086
592,6593,OMG I felt like I had never eaten Thai food until this dish.,1,4.0,2022-05-30,1008,2067
593,6594,"It was extremely ""crumby"" and pretty tasteless.",0,2.4,2021-10-05,1001,2042
594,6595,It was a pale color instead of nice and char and has NO flavor.,0,2.0,2022-07-31,1002,2075
595,6596,The croutons also taste homemade which is an extra plus.,1,4.7,2021-01-07,1014,2038
596,6597,I got home to see the driest damn wings ever!,0,1.5,2021-06-03,1009,2064
597,6598,It'll be a regular stop on my trips to Phoenix!,1,4.4,2021-03-14,1008,2050
598,6599,I really enjoyed Crema Café before they expanded. I even told friends they had the BEST breakfast.,1,4.4,2022-08-26,1002,2095
599,6600,Not good for the money.,0,1.4,2021-07-11,1014,2044
600,6601,I miss it and wish they had one in Philadelphia!,1,2.7,2022-08-05,1006,2027
601,6602,"We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived.",0,1.5,2021-01-06,1015,2076
602,6603,They also have the best cheese crisp in town.,1,4.2,2021-08-11,1001,2076
603,6604,"Good value, great food, great service.",1,4.9,2022-01-14,1003,2080
604,6605,Couldn't ask for a more satisfying meal.,1,2.8,2022-04-12,1011,2030
605,6606,The food is good.,1,4.2,2021-09-07,1009,2060
606,6607,It was awesome.,1,4.2,2021-01-04,1014,2053
607,6608,I just wanted to leave.,0,2.4,2022-06-23,1001,2043
608,6609,We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,1,4.8,2021-04-01,1008,2082
609,6610,I will not be eating there again.,0,2.4,2022-03-21,1002,2094
610,6611,!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!,0,1.3,2021-06-24,1005,2038
611,6612,I checked out this place a couple years ago and was not impressed.,0,2.0,2022-08-02,1012,2034
612,6613,"The chicken I got was definitely reheated and was only ok, the wedges were cold and soggy.",0,1.1,2022-06-11,1013,2058
613,6614,"Sorry, I will not be getting food from here anytime soon :(",0,2.1,2021-02-12,1015,2027
614,6615,An absolute must visit!,1,2.8,2021-08-17,1004,2005
615,6616,The cow tongue and cheek tacos are amazing.,1,3.9,2021-10-11,1005,2030
616,6617,My friend did not like his Bloody Mary.,0,2.2,2022-10-22,1004,2001
617,6618,"Despite how hard I rate businesses, its actually rare for me to give a 1 star.",0,1.5,2021-11-13,1001,2019
618,6619,They really want to make your experience a good one.,1,2.7,2021-02-24,1007,2001
619,6620,I will not return.,0,1.0,2021-12-24,1014,2030
620,6621,I had the chicken Pho and it tasted very bland.,0,1.2,2021-01-01,1015,2028
621,6622,Very disappointing!!!,0,1.3,2021-08-15,1012,2053
622,6623,The grilled chicken was so tender and yellow from the saffron seasoning.,1,4.1,2021-05-16,1006,2068
